Year,State,Ag District,Ag District Code,County,Value
2019,ILLINOIS,NORTHEAST,20,KENDALL,57.4
2019,ILLINOIS,NORTHEAST,20,LA SALLE,55.4
2019,ILLINOIS,NORTHEAST,20,LAKE,48.2
2019,ILLINOIS,NORTHEAST,20,OTHER (COMBINED) COUNTIES,49.3
2019,ILLINOIS,NORTHEAST,20,WILL,47.8
2019,ILLINOIS,WEST,30,ADAMS,49.8
2019,ILLINOIS,WEST,30,BROWN,56.2
2019,ILLINOIS,WEST,30,FULTON,53.9
2019,ILLINOIS,WEST,30,KNOX,55.9
2019,ILLINOIS,WEST,30,MCDONOUGH,60.2
2019,ILLINOIS,WEST,30,OTHER (COMBINED) COUNTIES,57
2019,ILLINOIS,WEST,30,WARREN,58.5
2019,ILLINOIS,CENTRAL,40,MACON,63.8
2019,ILLINOIS,CENTRAL,40,MARSHALL,53.8
2019,ILLINOIS,CENTRAL,40,MASON,55.4
2019,ILLINOIS,CENTRAL,40,MCLEAN,61
2019,ILLINOIS,CENTRAL,40,MENARD,62
2019,ILLINOIS,CENTRAL,40,OTHER (COMBINED) COUNTIES,62.2
2019,ILLINOIS,CENTRAL,40,PEORIA,55.4
2019,ILLINOIS,CENTRAL,40,STARK,58.8
2019,ILLINOIS,CENTRAL,40,TAZEWELL,63.8
2019,ILLINOIS,CENTRAL,40,WOODFORD,61.4
2019,ILLINOIS,EAST,50,CHAMPAIGN,52.8
2019,ILLINOIS,EAST,50,FORD,52.6
2019,ILLINOIS,EAST,50,IROQUOIS,45.3
2019,ILLINOIS,EAST,50,KANKAKEE,52.3
2019,ILLINOIS,EAST,50,LIVINGSTON,56.9
2019,ILLINOIS,EAST,50,OTHER (COMBINED) COUNTIES,58.3
2019,ILLINOIS,WEST SOUTHWEST,60,BOND,51.7
2019,ILLINOIS,WEST SOUTHWEST,60,CALHOUN,46.9
2019,ILLINOIS,WEST SOUTHWEST,60,GREENE,60.7
2019,ILLINOIS,WEST SOUTHWEST,60,JERSEY,60.1
2019,ILLINOIS,WEST SOUTHWEST,60,MACOUPIN,58.3
2019,ILLINOIS,WEST SOUTHWEST,60,MADISON,56.6
2019,ILLINOIS,WEST SOUTHWEST,60,MONTGOMERY,61.5
2019,ILLINOIS,WEST SOUTHWEST,60,MORGAN,64.1
2019,ILLINOIS,WEST SOUTHWEST,60,OTHER (COMBINED) COUNTIES,59.2
2019,ILLINOIS,WEST SOUTHWEST,60,SANGAMON,65.5
2019,ILLINOIS,EAST SOUTHEAST,70,CLAY,40.5
2019,ILLINOIS,EAST SOUTHEAST,70,COLES,63.7
2019,ILLINOIS,EAST SOUTHEAST,70,CRAWFORD,49.5
2019,ILLINOIS,EAST SOUTHEAST,70,CUMBERLAND,50.6
2019,ILLINOIS,EAST SOUTHEAST,70,DOUGLAS,62.4
2019,ILLINOIS,EAST SOUTHEAST,70,EDGAR,59.5
2019,ILLINOIS,EAST SOUTHEAST,70,EFFINGHAM,51.5
2019,ILLINOIS,EAST SOUTHEAST,70,FAYETTE,48.9
2019,ILLINOIS,EAST SOUTHEAST,70,JASPER,53.9
2019,ILLINOIS,EAST SOUTHEAST,70,LAWRENCE,47.8
2019,ILLINOIS,EAST SOUTHEAST,70,MARION,46.5
2019,ILLINOIS,EAST SOUTHEAST,70,MOULTRIE,59.3
2019,ILLINOIS,EAST SOUTHEAST,70,OTHER (COMBINED) COUNTIES,44.5
2019,ILLINOIS,EAST SOUTHEAST,70,SHELBY,56.2
2019,ILLINOIS,SOUTHWEST,80,CLINTON,51.9
2019,ILLINOIS,SOUTHWEST,80,JACKSON,39.6
2019,ILLINOIS,SOUTHWEST,80,MONROE,47.2
2019,ILLINOIS,SOUTHWEST,80,OTHER (COMBINED) COUNTIES,39.1
2019,ILLINOIS,SOUTHWEST,80,PERRY,35.6
2019,ILLINOIS,SOUTHWEST,80,PULASKI,43.2
2019,ILLINOIS,SOUTHWEST,80,RANDOLPH,41.6
2019,ILLINOIS,SOUTHWEST,80,ST CLAIR,53.2
2019,ILLINOIS,SOUTHWEST,80,UNION,34
2019,ILLINOIS,SOUTHWEST,80,WASHINGTON,43.9
2019,ILLINOIS,SOUTHEAST,90,FRANKLIN,38.9
2019,ILLINOIS,SOUTHEAST,90,GALLATIN,47.5
2019,ILLINOIS,SOUTHEAST,90,HARDIN,44.8
2019,ILLINOIS,SOUTHEAST,90,JEFFERSON,37.4
2019,ILLINOIS,SOUTHEAST,90,MASSAC,43.5
2019,ILLINOIS,SOUTHEAST,90,OTHER (COMBINED) COUNTIES,44.5
2019,ILLINOIS,SOUTHEAST,90,WAYNE,43.4
2019,ILLINOIS,SOUTHEAST,90,WHITE,46.6
2018,ILLINOIS,NORTHWEST,10,BUREAU,68.5
2018,ILLINOIS,NORTHWEST,10,CARROLL,68.9
2018,ILLINOIS,NORTHWEST,10,HENRY,63.2
2018,ILLINOIS,NORTHWEST,10,LEE,63.7
2018,ILLINOIS,NORTHWEST,10,MERCER,63.2
2018,ILLINOIS,NORTHWEST,10,OGLE,64.3
2018,ILLINOIS,NORTHWEST,10,OTHER (COMBINED) COUNTIES,59.3
2018,ILLINOIS,NORTHWEST,10,ROCK ISLAND,60.5
2018,ILLINOIS,NORTHWEST,10,STEPHENSON,63.3
2018,ILLINOIS,NORTHWEST,10,WHITESIDE,62.7
2018,ILLINOIS,NORTHWEST,10,WINNEBAGO,56.4
2018,ILLINOIS,NORTHEAST,20,BOONE,60.3
2018,ILLINOIS,NORTHEAST,20,DE KALB,61.1
2018,ILLINOIS,NORTHEAST,20,GRUNDY,58.5
2018,ILLINOIS,NORTHEAST,20,KANE,58.9
2018,ILLINOIS,NORTHEAST,20,KENDALL,60.8
2018,ILLINOIS,NORTHEAST,20,LA SALLE,67.1
2018,ILLINOIS,NORTHEAST,20,LAKE,41.3
2018,ILLINOIS,NORTHEAST,20,MCHENRY,58.9
2018,ILLINOIS,NORTHEAST,20,OTHER (COMBINED) COUNTIES,47.6
2018,ILLINOIS,NORTHEAST,20,WILL,57.8
2018,ILLINOIS,WEST,30,ADAMS,59.3
2018,ILLINOIS,WEST,30,BROWN,60.3
2018,ILLINOIS,WEST,30,FULTON,62.4
2018,ILLINOIS,WEST,30,HANCOCK,69.8
2018,ILLINOIS,WEST,30,HENDERSON,60.2
2018,ILLINOIS,WEST,30,KNOX,64.1
2018,ILLINOIS,WEST,30,MCDONOUGH,69.3
2018,ILLINOIS,WEST,30,SCHUYLER,59.9
2018,ILLINOIS,WEST,30,WARREN,67.5
2018,ILLINOIS,CENTRAL,40,DE WITT,75
2018,ILLINOIS,CENTRAL,40,LOGAN,70.1
2018,ILLINOIS,CENTRAL,40,MACON,75.2
2018,ILLINOIS,CENTRAL,40,MARSHALL,65.5
2018,ILLINOIS,CENTRAL,40,MCLEAN,67.5
2018,ILLINOIS,CENTRAL,40,MENARD,68.6
2018,ILLINOIS,CENTRAL,40,OTHER (COMBINED) COUNTIES,63.6
2018,ILLINOIS,CENTRAL,40,PEORIA,66.6
2018,ILLINOIS,CENTRAL,40,TAZEWELL,72.1
2018,ILLINOIS,CENTRAL,40,WOODFORD,64.7
2018,ILLINOIS,EAST,50,CHAMPAIGN,67.9
2018,ILLINOIS,EAST,50,FORD,60.7
2018,ILLINOIS,EAST,50,IROQUOIS,55.3
2018,ILLINOIS,EAST,50,KANKAKEE,54.2
2018,ILLINOIS,EAST,50,LIVINGSTON,61
2018,ILLINOIS,EAST,50,PIATT,77.4
2018,ILLINOIS,EAST,50,VERMILION,71.7
2018,ILLINOIS,WEST SOUTHWEST,60,BOND,67
2018,ILLINOIS,WEST SOUTHWEST,60,CALHOUN,58.6
2018,ILLINOIS,WEST SOUTHWEST,60,CASS,71.9
2018,ILLINOIS,WEST SOUTHWEST,60,CHRISTIAN,73.6
2018,ILLINOIS,WEST SOUTHWEST,60,GREENE,70.1
2018,ILLINOIS,WEST SOUTHWEST,60,MACOUPIN,69.7
2018,ILLINOIS,WEST SOUTHWEST,60,MADISON,62.5
2018,ILLINOIS,WEST SOUTHWEST,60,MONTGOMERY,73
2018,ILLINOIS,WEST SOUTHWEST,60,MORGAN,79.8
2018,ILLINOIS,WEST SOUTHWEST,60,OTHER (COMBINED) COUNTIES,65.7
2018,ILLINOIS,WEST SOUTHWEST,60,PIKE,61.2
2018,ILLINOIS,WEST SOUTHWEST,60,SANGAMON,80.4
2018,ILLINOIS,EAST SOUTHEAST,70,CLARK,64.1
2018,ILLINOIS,EAST SOUTHEAST,70,CLAY,58.5
2018,ILLINOIS,EAST SOUTHEAST,70,COLES,74.9
2018,ILLINOIS,EAST SOUTHEAST,70,CRAWFORD,63
2018,ILLINOIS,EAST SOUTHEAST,70,CUMBERLAND,67.2
2018,ILLINOIS,EAST SOUTHEAST,70,DOUGLAS,78.1
2018,ILLINOIS,EAST SOUTHEAST,70,EDGAR,69.5
2018,ILLINOIS,EAST SOUTHEAST,70,EFFINGHAM,72.1
2018,ILLINOIS,EAST SOUTHEAST,70,FAYETTE,59.5
2018,ILLINOIS,EAST SOUTHEAST,70,JASPER,60.7
2018,ILLINOIS,EAST SOUTHEAST,70,LAWRENCE,54.1
2018,ILLINOIS,EAST SOUTHEAST,70,MARION,60.5
2018,ILLINOIS,EAST SOUTHEAST,70,MOULTRIE,75.9
2018,ILLINOIS,EAST SOUTHEAST,70,RICHLAND,56.3
2018,ILLINOIS,EAST SOUTHEAST,70,SHELBY,70.4
2018,ILLINOIS,SOUTHWEST,80,CLINTON,60.1
2018,ILLINOIS,SOUTHWEST,80,JACKSON,48.9
2018,ILLINOIS,SOUTHWEST,80,MONROE,54.1
2018,ILLINOIS,SOUTHWEST,80,OTHER (COMBINED) COUNTIES,46.5
2018,ILLINOIS,SOUTHWEST,80,PERRY,52.5
2018,ILLINOIS,SOUTHWEST,80,PULASKI,48.2
2018,ILLINOIS,SOUTHWEST,80,RANDOLPH,52.1
